PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other
E14001491,South Ribble,North West, 27.71 , 50.14 , 4.10 , 4.29 , 13.76 , -   , -   , -   , 21.45 , 40.16 , 0.87 , 0.64 , 6.89 , -   , -   , -   , 34.76 , 59.87 , 10.90 , 12.96 , 23.44 , -   , -   , -   
E14001492,South Shields,North East, 7.83 , 47.34 , 4.72 , 8.10 , 19.40 , -   , -   , 12.61 , 4.86 , 33.33 , 1.08 , 1.82 , 8.75 , -   , -   , 2.89 , 11.47 , 60.85 , 11.98 , 20.18 , 33.71 , -   , -   , 28.32 
E14001493,South Shropshire,West Midlands, 27.34 , 24.34 , 25.17 , 4.33 , 18.82 , -   , -   , -   , 19.69 , 15.72 , 12.54 , 0.80 , 9.49 , -   , -   , -   , 35.59 , 33.50 , 41.05 , 11.91 , 31.58 , -   , -   , -   
E14001494,South Suffolk,East of England, 27.12 , 31.30 , 11.54 , 8.07 , 21.98 , -   , -   , -   , 19.64 , 21.76 , 4.17 , 1.76 , 11.34 , -   , -   , -   , 34.78 , 41.21 , 22.30 , 18.37 , 35.10 , -   , -   , -   
E14001495,South West Devon,South West, 25.98 , 35.50 , 7.28 , 2.57 , 27.65 , -   , -   , 1.03 , 19.09 , 26.28 , 2.17 , 0.41 , 16.46 , -   , -   , 0.19 , 33.05 , 44.94 , 16.17 , 7.97 , 41.91 , -   , -   , 2.99 
E14001496,South West Hertfordshire,East of England, 30.03 , 29.66 , 8.63 , 5.96 , 22.88 , -   , -   , 2.83 , 22.71 , 21.14 , 3.07 , 1.04 , 13.16 , -   , -   , 0.56 , 38.01 , 38.72 , 17.17 , 15.82 , 34.76 , -   , -   , 8.87 
E14001497,South West Norfolk,East of England, 30.00 , 34.68 , 6.73 , 6.11 , 15.09 , -   , -   , 7.38 , 23.05 , 26.27 , 2.26 , 1.76 , 8.17 , -   , -   , 2.18 , 36.37 , 43.78 , 13.49 , 13.14 , 25.00 , -   , -   , 17.07 
E14001498,South West Wiltshire,South West, 28.86 , 34.31 , 10.40 , 4.02 , 20.68 , -   , -   , 1.73 , 22.15 , 25.25 , 4.06 , 0.85 , 11.69 , -   , -   , 0.32 , 35.41 , 43.41 , 20.23 , 10.57 , 31.29 , -   , -   , 5.07 
E14001499,Southampton Itchen,South East, 28.38 , 50.82 , 3.95 , 4.01 , 9.13 , -   , -   , 3.73 , 22.38 , 43.26 , 1.09 , 0.80 , 4.22 , -   , -   , 0.88 , 34.62 , 58.78 , 8.64 , 9.89 , 15.78 , -   , -   , 9.28 
E14001500,Southampton Test,South East, 20.99 , 53.48 , 8.05 , 4.28 , 10.45 , -   , -   , 2.76 , 16.37 , 44.05 , 3.29 , 0.89 , 5.41 , -   , -   , 0.60 , 26.47 , 61.91 , 16.28 , 11.55 , 17.70 , -   , -   , 6.86 
E14001501,Southend East and Rochford,East of England, 30.99 , 45.56 , 3.90 , 0.71 , 14.97 , -   , -   , 3.87 , 24.20 , 37.00 , 1.20 , 0.09 , 7.87 , -   , -   , 0.91 , 38.20 , 54.50 , 8.74 , 2.48 , 23.62 , -   , -   , 9.86 
E14001502,Southend West and Leigh,East of England, 30.47 , 38.09 , 7.98 , 5.25 , 15.08 , -   , -   , 3.13 , 23.82 , 29.63 , 2.75 , 1.13 , 7.86 , -   , -   , 0.82 , 37.31 , 47.91 , 16.09 , 13.28 , 24.94 , -   , -   , 8.19 
E14001503,Southgate and Wood Green,London, 19.07 , 49.12 , 15.41 , 5.56 , 5.87 , -   , -   , 4.96 , 14.66 , 38.21 , 6.86 , 1.21 , 2.49 , -   , -   , 1.39 , 23.82 , 58.76 , 27.54 , 12.97 , 11.30 , -   , -   , 12.03 
E14001504,Southport,North West, 23.58 , 48.47 , 10.57 , 3.05 , 11.74 , -   , -   , 2.60 , 18.33 , 38.79 , 3.97 , 0.50 , 6.09 , -   , -   , 0.51 , 29.36 , 58.23 , 19.68 , 9.31 , 19.35 , -   , -   , 7.27 
E14001505,Spelthorne,South East, 29.09 , 33.91 , 19.40 , 6.25 , 9.68 , -   , -   , 1.67 , 22.54 , 23.79 , 8.58 , 1.35 , 4.34 , -   , -   , 0.33 , 36.59 , 45.33 , 33.72 , 16.14 , 17.08 , -   , -   , 4.52 
E14001506,Spen Valley,Yorkshire and The Humber, 18.91 , 52.86 , 3.40 , 5.91 , 17.10 , -   , -   , 1.83 , 13.96 , 41.17 , 0.95 , 1.20 , 8.96 , -   , -   , 0.33 , 24.22 , 62.07 , 8.45 , 16.41 , 28.30 , -   , -   , 4.95 
E14001507,St Albans,East of England, 18.17 , 11.87 , 56.64 , 5.56 , 6.34 , -   , -   , 1.42 , 12.14 , 6.17 , 42.43 , 1.46 , 2.45 , -   , -   , 0.24 , 24.62 , 19.62 , 69.81 , 13.99 , 12.11 , -   , -   , 4.31 
E14001508,St Austell and Newquay,South West, 24.54 , 41.38 , 10.50 , 4.75 , 15.90 , -   , -   , 2.93 , 18.62 , 31.59 , 3.86 , 0.91 , 7.89 , -   , -   , 0.60 , 30.60 , 50.74 , 20.40 , 12.73 , 25.28 , -   , -   , 8.24 
E14001509,St Helens North,North West, 9.67 , 59.61 , 5.76 , 7.86 , 12.64 , -   , -   , 4.47 , 6.88 , 47.03 , 1.60 , 1.59 , 6.55 , -   , -   , 1.10 , 12.75 , 69.79 , 13.08 , 19.02 , 21.03 , -   , -   , 12.95 
E14001510,St Helens South and Whiston,North West, 7.02 , 63.08 , 6.04 , 9.28 , 11.41 , -   , -   , 3.17 , 4.80 , 51.70 , 1.99 , 2.40 , 5.40 , -   , -   , 0.64 , 9.46 , 73.25 , 12.82 , 20.73 , 19.09 , -   , -   , 8.97 
E14001511,St Ives,South West, 20.67 , 16.74 , 41.79 , 4.25 , 14.70 , -   , -   , 1.84 , 14.78 , 9.85 , 27.94 , 0.54 , 7.32 , -   , -   , 0.30 , 27.60 , 25.17 , 57.04 , 12.41 , 23.44 , -   , -   , 5.84 
E14001512,St Neots and Mid Cambridgeshire,East of England, 26.15 , 27.97 , 30.09 , 5.76 , 8.39 , -   , -   , 1.65 , 19.67 , 17.73 , 14.45 , 1.03 , 3.70 , -   , -   , 0.33 , 33.34 , 40.24 , 47.55 , 15.11 , 15.79 , -   , -   , 4.67 
E14001513,Stafford,West Midlands, 27.86 , 46.53 , 3.37 , 5.09 , 15.65 , -   , -   , 1.50 , 21.04 , 37.66 , 0.80 , 1.12 , 7.26 , -   , -   , 0.29 , 34.93 , 55.92 , 8.04 , 12.95 , 26.92 , -   , -   , 4.17 
E14001514,Staffordshire Moorlands,West Midlands, 32.22 , 44.18 , 3.32 , 3.17 , 17.11 , -   , -   , -   , 24.25 , 34.55 , 0.75 , 0.37 , 8.43 , -   , -   , -   , 39.85 , 53.99 , 8.87 , 10.84 , 28.63 , -   , -   , -   
E14001515,Stalybridge and Hyde,North West, 15.23 , 49.36 , 3.72 , 9.04 , 20.35 , -   , -   , 2.30 , 11.09 , 39.63 , 0.99 , 2.69 , 12.04 , -   , -   , 0.52 , 19.50 , 58.61 , 8.67 , 19.08 , 31.16 , -   , -   , 5.62 
E14001516,Stevenage,East of England, 29.57 , 43.80 , 7.55 , 2.19 , 14.48 , -   , -   , 2.40 , 23.61 , 34.74 , 2.58 , 0.33 , 7.08 , -   , -   , 0.47 , 36.07 , 52.21 , 15.51 , 6.42 , 25.38 , -   , -   , 7.43 
E14001517,Stockport,North West, 12.34 , 47.47 , 6.16 , 19.11 , 11.89 , -   , -   , 3.04 , 9.08 , 36.62 , 2.03 , 9.51 , 6.64 , -   , -   , 0.68 , 16.06 , 58.60 , 12.80 , 31.54 , 18.83 , -   , -   , 8.16 
E14001518,Stockton North,North East, 20.51 , 54.19 , 6.02 , 1.25 , 18.03 , -   , -   , -   , 15.18 , 45.67 , 2.25 , 0.19 , 9.53 , -   , -   , -   , 26.57 , 63.77 , 12.23 , 4.05 , 28.51 , -   , -   , -   
E14001519,Stockton West,North East, 29.00 , 54.07 , 2.37 , 0.46 , 11.63 , -   , -   , 2.47 , 22.34 , 45.25 , 0.54 , 0.04 , 5.77 , -   , -   , 0.48 , 36.10 , 61.85 , 6.50 , 1.83 , 20.31 , -   , -   , 6.78 
E14001520,Stoke-on-Trent Central,West Midlands, 22.43 , 52.92 , 1.93 , 2.96 , 15.91 , -   , -   , 3.85 , 17.72 , 43.37 , 0.43 , 0.59 , 9.24 , -   , -   , 0.87 , 27.84 , 61.09 , 4.88 , 7.65 , 24.60 , -   , -   , 10.60 
E14001521,Stoke-on-Trent North,West Midlands, 24.73 , 49.85 , 4.26 , 3.40 , 14.24 , -   , -   , 3.53 , 18.89 , 39.55 , 1.38 , 0.60 , 7.02 , -   , -   , 0.73 , 31.86 , 59.17 , 9.78 , 9.23 , 23.52 , -   , -   , 9.75 
E14001522,Stoke-on-Trent South,West Midlands, 27.91 , 42.14 , 3.11 , 4.25 , 20.63 , -   , -   , 1.96 , 21.41 , 33.53 , 0.89 , 1.02 , 11.31 , -   , -   , 0.40 , 35.35 , 50.46 , 7.17 , 10.16 , 32.84 , -   , -   , 5.58 
E14001523,"Stone, Great Wyrley and Penkridge",West Midlands, 40.22 , 52.49 , 3.28 , 2.64 , -   , -   , -   , 1.37 , 31.59 , 43.14 , 0.69 , 0.42 , -   , -   , -   , 0.24 , 49.56 , 61.80 , 8.54 , 8.24 , -   , -   , -   , 4.08 
E14001524,Stourbridge,West Midlands, 29.28 , 42.46 , 6.83 , 2.53 , 16.88 , -   , -   , 2.02 , 23.53 , 33.28 , 2.25 , 0.29 , 9.52 , -   , -   , 0.45 , 35.71 , 50.84 , 15.01 , 7.80 , 26.92 , -   , -   , 5.81 
E14001525,Stratford and Bow,London, 8.95 , 56.31 , 5.84 , 7.29 , 8.98 , -   , -   , 12.63 , 6.59 , 44.64 , 2.16 , 1.89 , 4.79 , -   , -   , 5.24 , 11.86 , 66.68 , 11.24 , 15.38 , 15.32 , -   , -   , 24.27 
E14001526,Stratford-on-Avon,West Midlands, 28.51 , 19.27 , 35.89 , 4.72 , 10.78 , -   , -   , 0.82 , 20.72 , 12.20 , 22.13 , 1.11 , 5.00 , -   , -   , 0.14 , 36.51 , 27.44 , 50.95 , 12.63 , 20.60 , -   , -   , 2.64 
E14001527,Streatham and Croydon North,London, 10.65 , 46.29 , 14.80 , 16.21 , 6.79 , -   , -   , 5.27 , 7.91 , 34.36 , 6.60 , 6.05 , 2.94 , -   , -   , 1.42 , 13.68 , 58.19 , 26.37 , 29.96 , 12.74 , -   , -   , 11.98 
E14001528,Stretford and Urmston,North West, 13.38 , 66.09 , 3.55 , 4.14 , 8.59 , -   , -   , 4.26 , 9.99 , 56.98 , 0.88 , 0.95 , 4.19 , -   , -   , 1.11 , 16.71 , 74.03 , 8.82 , 10.18 , 15.20 , -   , -   , 10.20 
E14001529,Stroud,South West, 25.87 , 49.65 , 1.30 , 10.28 , 10.77 , -   , -   , 2.12 , 20.01 , 39.57 , 0.30 , 3.13 , 5.08 , -   , -   , 0.35 , 32.45 , 58.91 , 3.54 , 20.88 , 19.66 , -   , -   , 6.26 
E14001530,Suffolk Coastal,East of England, 28.27 , 37.57 , 13.69 , 6.92 , 13.54 , -   , -   , -   , 21.71 , 27.63 , 5.01 , 1.42 , 6.22 , -   , -   , -   , 35.19 , 47.04 , 25.97 , 16.14 , 23.71 , -   , -   , -   
E14001531,Sunderland Central,North East, 14.21 , 50.80 , 4.12 , 3.90 , 26.96 , -   , -   , -   , 9.69 , 39.68 , 1.17 , 0.64 , 16.63 , -   , -   , -   , 18.97 , 61.81 , 9.27 , 11.88 , 38.76 , -   , -   , -   
E14001532,Surrey Heath,South East, 32.45 , 15.68 , 40.09 , 4.33 , 6.40 , -   , -   , 1.06 , 26.61 , 11.23 , 32.97 , 1.65 , 3.30 , -   , -   , 0.31 , 37.95 , 20.76 , 47.45 , 8.68 , 10.72 , -   , -   , 2.39 
E14001533,Sussex Weald,South East, 29.13 , 35.41 , 16.25 , 5.42 , 12.56 , -   , -   , 1.22 , 22.85 , 25.79 , 7.26 , 1.38 , 6.19 , -   , -   , 0.25 , 35.56 , 45.92 , 29.00 , 13.68 , 21.48 , -   , -   , 3.66 
E14001534,Sutton and Cheam,London, 27.19 , 25.68 , 26.42 , 7.59 , 11.30 , -   , -   , 1.82 , 21.11 , 17.14 , 14.03 , 2.14 , 5.42 , -   , -   , 0.36 , 33.41 , 35.61 , 40.26 , 16.58 , 19.35 , -   , -   , 4.78 
E14001535,Sutton Coldfield,West Midlands, 27.55 , 42.72 , 5.03 , 4.04 , 19.02 , -   , -   , 1.63 , 20.92 , 33.30 , 1.48 , 0.74 , 11.04 , -   , -   , 0.29 , 34.23 , 51.67 , 11.77 , 10.64 , 29.84 , -   , -   , 4.54 
E14001536,Swindon North,South West, 33.74 , 41.85 , 4.78 , 2.81 , 13.93 , -   , -   , 2.89 , 26.82 , 31.45 , 1.16 , 0.40 , 6.54 , -   , -   , 0.66 , 41.04 , 51.44 , 12.25 , 9.28 , 24.43 , -   , -   , 7.96 
E14001537,Swindon South,South West, 27.47 , 49.48 , 6.86 , 2.38 , 11.08 , -   , -   , 2.74 , 21.88 , 39.45 , 1.95 , 0.31 , 5.37 , -   , -   , 0.59 , 32.98 , 59.75 , 15.31 , 7.61 , 19.13 , -   , -   , 7.37 
E14001538,Tamworth,West Midlands, 35.57 , 39.29 , 2.67 , 2.53 , 18.51 , -   , -   , 1.43 , 27.72 , 29.81 , 0.56 , 0.37 , 9.41 , -   , -   , 0.26 , 44.05 , 48.45 , 7.00 , 8.39 , 30.33 , -   , -   , 4.22 
E14001539,Tatton,North West, 33.05 , 42.62 , 6.94 , 3.95 , 13.43 , -   , -   , -   , 25.70 , 32.97 , 2.34 , 0.78 , 6.32 , -   , -   , -   , 40.81 , 51.40 , 14.35 , 10.39 , 24.23 , -   , -   , -   
E14001540,Taunton and Wellington,South West, 20.82 , 12.14 , 51.20 , 0.28 , 14.39 , -   , -   , 1.16 , 14.32 , 6.92 , 38.14 , 0.02 , 7.47 , -   , -   , 0.23 , 27.86 , 18.17 , 64.68 , 1.18 , 23.80 , -   , -   , 3.43 
E14001541,Telford,West Midlands, 26.84 , 48.40 , 6.11 , 0.92 , 17.73 , -   , -   , -   , 20.15 , 38.66 , 1.68 , 0.08 , 9.68 , -   , -   , -   , 34.12 , 57.93 , 13.63 , 3.60 , 27.97 , -   , -   , -   
E14001542,Tewkesbury,South West, 26.58 , 20.98 , 32.92 , 10.46 , 8.18 , -   , -   , 0.89 , 19.61 , 13.96 , 19.59 , 3.30 , 3.46 , -   , -   , 0.13 , 34.46 , 29.45 , 47.41 , 22.09 , 15.01 , -   , -   , 2.70 
E14001543,The Wrekin,West Midlands, 31.41 , 41.18 , 4.05 , 8.80 , 13.30 , -   , -   , 1.25 , 24.54 , 31.05 , 1.07 , 1.99 , 5.82 , -   , -   , 0.28 , 38.88 , 51.67 , 9.12 , 21.10 , 24.97 , -   , -   , 3.68 
E14001544,Thirsk and Malton,Yorkshire and The Humber, 31.84 , 32.95 , 13.76 , 6.38 , 13.41 , -   , -   , 1.67 , 24.82 , 24.71 , 4.97 , 0.99 , 6.25 , -   , -   , 0.35 , 40.59 , 42.00 , 28.01 , 16.35 , 23.28 , -   , -   , 4.96 
E14001545,Thornbury and Yate,South West, 27.41 , 20.31 , 39.86 , 0.46 , 11.95 , -   , -   , -   , 19.85 , 13.25 , 26.69 , 0.04 , 5.76 , -   , -   , -   , 35.05 , 28.68 , 53.93 , 1.75 , 21.33 , -   , -   , -   
E14001546,Thurrock,East of England, 29.41 , 44.38 , 2.29 , 3.59 , 16.13 , -   , -   , 4.22 , 22.39 , 34.81 , 0.50 , 0.63 , 7.69 , -   , -   , 0.89 , 36.92 , 54.17 , 5.89 , 10.53 , 27.19 , -   , -   , 10.82 
E14001547,Tipton and Wednesbury,West Midlands, 21.49 , 53.77 , 1.86 , 2.08 , 16.03 , -   , -   , 4.77 , 16.34 , 44.07 , 0.43 , 0.32 , 8.40 , -   , -   , 1.26 , 27.08 , 62.33 , 5.00 , 6.21 , 25.15 , -   , -   , 11.23 
E14001548,Tiverton and Minehead,South West, 24.99 , 22.83 , 38.02 , 6.03 , 8.13 , -   , -   , -   , 17.94 , 15.64 , 25.31 , 1.47 , 3.74 , -   , -   , -   , 32.76 , 31.94 , 52.08 , 13.85 , 14.25 , -   , -   , -   
E14001549,Tonbridge,South East, 34.35 , 30.18 , 12.36 , 11.95 , 9.90 , -   , -   , 1.25 , 26.79 , 21.38 , 4.77 , 4.31 , 4.51 , -   , -   , 0.24 , 41.79 , 40.65 , 24.55 , 22.54 , 18.23 , -   , -   , 3.44 
E14001550,Tooting,London, 21.02 , 57.55 , 5.64 , 5.67 , 6.79 , -   , -   , 3.32 , 16.31 , 48.17 , 1.66 , 1.40 , 3.07 , -   , -   , 0.75 , 26.29 , 65.95 , 12.55 , 13.71 , 12.23 , -   , -   , 9.02 
E14001551,Torbay,South West, 23.19 , 21.32 , 33.83 , 4.13 , 16.29 , -   , -   , 1.25 , 17.15 , 15.19 , 22.23 , 1.01 , 8.33 , -   , -   , 0.25 , 29.91 , 28.39 , 46.63 , 9.69 , 25.79 , -   , -   , 3.36 
E14001552,Torridge and Tavistock,South West, 27.97 , 33.72 , 15.06 , 5.65 , 15.95 , -   , -   , 1.65 , 21.26 , 24.55 , 6.34 , 1.33 , 8.50 , -   , -   , 0.35 , 35.13 , 43.39 , 26.52 , 14.04 , 25.91 , -   , -   , 5.12 
E14001553,Tottenham,London, 6.82 , 57.76 , 14.09 , 9.50 , 6.09 , -   , -   , 5.73 , 4.81 , 46.53 , 6.80 , 3.67 , 2.85 , -   , -   , 1.70 , 8.95 , 67.52 , 24.02 , 17.69 , 11.22 , -   , -   , 13.02 
E14001554,Truro and Falmouth,South West, 24.18 , 41.41 , 20.15 , 4.63 , 8.34 , -   , -   , 1.29 , 18.19 , 30.80 , 8.88 , 1.02 , 3.60 , -   , -   , 0.23 , 30.07 , 51.24 , 33.54 , 12.56 , 15.32 , -   , -   , 3.92 
E14001555,Tunbridge Wells,South East, 27.95 , 19.83 , 41.72 , 0.20 , 9.50 , -   , -   , 0.79 , 20.38 , 13.06 , 28.83 , 0.02 , 4.65 , -   , -   , 0.10 , 35.45 , 27.68 , 54.78 , 0.81 , 16.67 , -   , -   , 2.49 
E14001556,Twickenham,London, 19.04 , 15.10 , 52.63 , 1.45 , 10.50 , -   , -   , 1.29 , 12.91 , 8.08 , 37.38 , 0.15 , 4.58 , -   , -   , 0.18 , 25.82 , 24.62 , 66.24 , 4.91 , 18.95 , -   , -   , 4.22 
E14001557,Tynemouth,North East, 20.31 , 57.26 , 3.81 , 2.26 , 14.48 , -   , -   , 1.86 , 15.32 , 46.59 , 0.90 , 0.27 , 6.89 , -   , -   , 0.33 , 26.05 , 66.31 , 9.48 , 8.24 , 24.77 , -   , -   , 6.19 
E14001558,Uxbridge and South Ruislip,London, 29.53 , 41.94 , 3.62 , 8.99 , 12.74 , -   , -   , 3.18 , 23.28 , 32.30 , 0.88 , 3.12 , 6.06 , -   , -   , 0.69 , 36.48 , 51.60 , 9.19 , 19.37 , 21.25 , -   , -   , 8.98 
E14001559,Vauxhall and Camberwell Green,London, 12.88 , 50.52 , 8.55 , 17.71 , 5.04 , -   , -   , 5.31 , 8.99 , 38.96 , 3.30 , 7.48 , 1.89 , -   , -   , 1.27 , 17.27 , 61.61 , 16.34 , 30.36 , 10.14 , -   , -   , 13.00 
E14001560,Wakefield and Rothwell,Yorkshire and The Humber, 27.39 , 53.09 , 3.03 , 1.69 , 12.35 , -   , -   , 2.46 , 21.24 , 43.25 , 0.73 , 0.16 , 5.26 , -   , -   , 0.51 , 34.68 , 62.41 , 7.88 , 6.07 , 22.18 , -   , -   , 6.43 
E14001561,Wallasey,North West, 12.53 , 65.94 , 3.38 , 5.61 , 9.99 , -   , -   , 2.56 , 8.94 , 56.75 , 0.88 , 1.21 , 4.63 , -   , -   , 0.55 , 16.40 , 74.62 , 8.56 , 13.07 , 18.05 , -   , -   , 6.67 
E14001562,Walsall and Bloxwich,West Midlands, 29.81 , 48.19 , 1.97 , 2.17 , 13.00 , -   , -   , 4.86 , 23.69 , 39.58 , 0.45 , 0.31 , 6.66 , -   , -   , 1.40 , 36.35 , 56.76 , 5.23 , 6.51 , 20.93 , -   , -   , 11.05 
E14001563,Walthamstow,London, 7.14 , 63.84 , 5.88 , 6.46 , 7.20 , -   , -   , 9.48 , 5.20 , 51.89 , 1.81 , 1.91 , 3.18 , -   , -   , 3.06 , 9.45 , 74.02 , 12.88 , 14.21 , 13.40 , -   , -   , 21.31 
E14001564,Warrington North,North West, 16.27 , 51.27 , 4.42 , 8.10 , 17.22 , -   , -   , 2.73 , 12.29 , 41.73 , 1.45 , 3.17 , 10.25 , -   , -   , 0.65 , 20.70 , 60.60 , 9.69 , 16.28 , 26.22 , -   , -   , 6.88 
E14001565,Warrington South,North West, 26.74 , 58.98 , 5.43 , 0.00 , 7.07 , -   , -   , 1.78 , 21.71 , 50.98 , 1.68 , -   , 2.92 , -   , -   , 0.36 , 32.82 , 66.54 , 11.58 , 0.01 , 12.72 , -   , -   , 4.96 
E14001566,Warwick and Leamington,West Midlands, 24.70 , 55.50 , 4.26 , 7.71 , 6.23 , -   , -   , 1.59 , 19.25 , 44.68 , 1.06 , 2.15 , 2.64 , -   , -   , 0.31 , 30.35 , 65.32 , 10.28 , 18.29 , 11.70 , -   , -   , 4.52 
E14001567,Washington and Gateshead South,North East, 11.63 , 54.01 , 9.88 , 2.70 , 18.82 , -   , -   , 2.95 , 8.56 , 44.61 , 3.68 , 0.42 , 11.41 , -   , -   , 0.62 , 15.39 , 62.71 , 19.44 , 7.55 , 27.93 , -   , -   , 7.58 
E14001568,Watford,East of England, 30.47 , 36.98 , 19.93 , 1.77 , 8.16 , -   , -   , 2.68 , 22.82 , 25.66 , 8.56 , 0.15 , 3.02 , -   , -   , 0.44 , 39.11 , 48.12 , 34.07 , 8.29 , 15.91 , -   , -   , 8.37 
E14001569,Waveney Valley,East of England, 24.62 , 26.42 , 4.69 , 22.79 , 18.84 , -   , -   , 2.64 , 18.28 , 18.23 , 1.38 , 12.81 , 10.13 , -   , -   , 0.54 , 31.97 , 35.18 , 10.85 , 36.30 , 29.58 , -   , -   , 7.42 
E14001570,Weald of Kent,South East, 30.41 , 32.78 , 6.84 , 9.63 , 20.34 , -   , -   , -   , 22.94 , 24.32 , 2.06 , 2.58 , 11.23 , -   , -   , -   , 37.73 , 42.64 , 14.83 , 21.32 , 31.61 , -   , -   , -   
E14001571,Wellingborough and Rushden,East Midlands, 29.95 , 38.92 , 4.16 , 10.01 , 15.14 , -   , -   , 1.82 , 23.19 , 30.72 , 0.94 , 3.92 , 8.02 , -   , -   , 0.34 , 36.85 , 47.76 , 9.96 , 18.41 , 24.71 , -   , -   , 5.23 
E14001572,Wells and Mendip Hills,South West, 27.73 , 25.25 , 31.97 , 2.29 , 10.91 , -   , -   , 1.85 , 20.45 , 16.30 , 17.85 , 0.30 , 5.27 , -   , -   , 0.35 , 35.44 , 35.56 , 46.97 , 7.07 , 19.53 , -   , -   , 5.69 
E14001573,Welwyn Hatfield,East of England, 30.67 , 41.24 , 9.36 , 8.24 , 10.48 , -   , -   , -   , 25.02 , 32.05 , 3.43 , 2.35 , 5.21 , -   , -   , -   , 37.16 , 50.36 , 18.12 , 17.50 , 18.47 , -   , -   , -   
E14001574,West Bromwich,West Midlands, 22.83 , 50.30 , 2.40 , 2.17 , 15.76 , -   , -   , 6.54 , 17.08 , 40.97 , 0.63 , 0.27 , 8.42 , -   , -   , 1.95 , 29.10 , 59.88 , 5.86 , 7.15 , 25.51 , -   , -   , 14.34 
E14001575,West Dorset,South West, 26.23 , 18.75 , 50.58 , 3.02 , -   , -   , -   , 1.41 , 17.90 , 11.79 , 36.36 , 0.43 , -   , -   , -   , 0.22 , 35.07 , 28.23 , 64.24 , 8.65 , -   , -   , -   , 4.22 
E14001576,West Ham and Beckton,London, 8.41 , 56.06 , 6.84 , 7.89 , 8.54 , -   , -   , 12.26 , 5.97 , 44.67 , 2.19 , 2.29 , 4.26 , -   , -   , 4.54 , 11.46 , 67.22 , 14.33 , 17.09 , 14.83 , -   , -   , 23.57 
E14001577,West Lancashire,North West, 16.62 , 62.08 , 3.09 , 2.27 , 15.94 , -   , -   , -   , 11.95 , 52.35 , 0.75 , 0.27 , 8.79 , -   , -   , -   , 21.57 , 69.98 , 7.85 , 7.90 , 24.69 , -   , -   , -   
E14001578,West Suffolk,East of England, 32.42 , 31.13 , 8.51 , 9.09 , 16.69 , -   , -   , 2.17 , 25.40 , 23.13 , 3.32 , 3.34 , 8.48 , -   , -   , 0.46 , 39.64 , 40.24 , 15.65 , 17.73 , 26.94 , -   , -   , 6.08 
E14001579,West Worcestershire,West Midlands, 23.68 , 24.73 , 15.23 , 25.75 , 9.62 , -   , -   , 1.00 , 17.20 , 15.65 , 5.78 , 12.14 , 4.12 , -   , -   , 0.16 , 31.25 , 34.95 , 27.66 , 42.74 , 18.24 , -   , -   , 2.95 
E14001580,Westmorland and Lonsdale,North West, 24.16 , 18.13 , 39.04 , 3.51 , 14.21 , -   , -   , 0.95 , 16.62 , 10.62 , 25.36 , 0.59 , 6.71 , -   , -   , 0.16 , 31.75 , 26.90 , 52.76 , 10.11 , 25.23 , -   , -   , 3.16 
E14001581,Weston-super-Mare,South West, 24.38 , 41.85 , 7.23 , 4.32 , 22.22 , -   , -   , -   , 18.18 , 33.49 , 2.36 , 0.94 , 12.90 , -   , -   , -   , 30.44 , 51.31 , 14.28 , 10.25 , 33.81 , -   , -   , -   
E14001582,Wetherby and Easingwold,Yorkshire and The Humber, 42.13 , 42.32 , 6.72 , 6.90 , 0.51 , -   , -   , 1.41 , 34.35 , 30.88 , 1.95 , 1.04 , 0.16 , -   , -   , 0.23 , 50.91 , 52.08 , 15.67 , 18.92 , 1.17 , -   , -   , 4.42 
E14001583,Whitehaven and Workington,North West, 23.88 , 57.21 , 2.02 , 1.33 , 15.55 , -   , -   , -   , 18.13 , 48.46 , 0.47 , 0.16 , 8.38 , -   , -   , -   , 30.00 , 65.60 , 5.71 , 4.45 , 24.86 , -   , -   , -   
E14001584,Widnes and Halewood,North West, 9.01 , 72.74 , 4.14 , 2.64 , 8.59 , -   , -   , 2.89 , 6.66 , 63.69 , 1.03 , 0.36 , 3.92 , -   , -   , 0.64 , 11.79 , 80.30 , 10.72 , 8.04 , 14.84 , -   , -   , 7.74 
E14001585,Wigan,North West, 11.63 , 52.55 , 6.13 , 2.91 , 24.23 , -   , -   , 2.54 , 7.97 , 42.56 , 1.75 , 0.46 , 14.59 , -   , -   , 0.47 , 15.53 , 62.59 , 14.53 , 8.82 , 35.89 , -   , -   , 7.11 
E14001586,Wimbledon,London, 22.45 , 28.05 , 40.07 , 1.92 , 6.08 , -   , -   , 1.43 , 17.86 , 21.82 , 32.49 , 0.58 , 3.38 , -   , -   , 0.40 , 26.60 , 34.75 , 47.32 , 4.35 , 9.67 , -   , -   , 3.21 
E14001587,Winchester,South East, 26.06 , 9.74 , 52.43 , 5.50 , 5.70 , -   , -   , 0.57 , 18.71 , 5.80 , 40.79 , 1.44 , 2.51 , -   , -   , 0.11 , 32.86 , 14.88 , 64.02 , 12.98 , 10.97 , -   , -   , 1.70 
